Name	Type	Region	PKG direct link	File Size
Rayman 2: The Great Escape  (Multi3: EN/ES/IT)	PS1	EU	http://zeusXXXXEP0001/NPEF00108_00/6tiAFdwcd8DwbG5Ykx4529A1844NIWsEVul1mhrPM1Nln1wlue5wlJbmujOMH6KWbflTLE2oQE0CitanWL61yAvfO3jwkWth80Pgg.pkg	377
Legacy of Kain: Soul Reaver	PS1	EU	http://zeusXXXXEP0776/NPEF00115_00/feTJcosQQwykXJRmihLLUlGsURuDrXZADQLSwyjqzapDCLTZNoFUZYKubDnqsfnS.pkg	378
Legacy of Kain: Soul Reaver (Italian) 	PS1	EU	http://zeusXXXXEP0776/NPEF00115_00/MymQXtVBcDGWvTvZgBeIUNrvgrIzpEuUgGauhNecrZaAciThIBwUxdkeldjefAZe.pkg	378
Beltlogger 9 	PS1	JP	http://zeusXXXXJP0128/NPJJ00191_00/IQvU8MEjxBAcB9VhEnlgx9Bo6wnTp9uQfu1WYwWagJTNdpI9d1e1BOLAmT9TLqJYpvYiFJayvuR8IcylEoeXEt7wTHfwVRxsVCKsG.pkg	381
Biohazard 3 Last Escape  (DateCode 2010-01-06)	PS1	JP	http://zeusXXXXJP0102/NPJJ00239_00/8BRYyJJWQIm9iBiU0PaeXcTaW5kjdLGKkhHabX1UUR7xu87MTWNgNAmWD4Fja4wLvtc8C7gVHUGYudMPFyy5QH9TufYaA6RilfQvl.pkg	381
Legacy of Kain: Soul Reaver 	PS1	US	http://zeusXXXXUP9000/NPUJ00708_00/B6v9utvFUX1d6GUbMRGJowviWIlMS89LY9Mbjdt7sKHfwXLWV2gL4baUvtni3r3HFT3pdCeAbQoHHXfDrf4nGM6Bs6vsI5AJDy8NJ.pkg	381
Rayman 2: The Great Escape(R)	PS1	US	http://zeusXXXXUP9000/NPUJ01235_00/W26PBvItFq3VQiWutuEhiaRCKsOGAHc9LEIIVFiKvv9crlvEcIKnPefHCy0VYPtFeCSjOik1GvnwP4e6bxQQRnSV4JeLCobMVEUAS.pkg	381
The Emperor's New Groove 	PS1	US	http://zeusXXXXUP9000/NPUJ94571_00/m5hBwvuQN6ETWxF1rjDlSdObSiPGqwSrqqDAAkTnSPGguhOHXxMIlV87IuNYHE2Eaar5EhnIKhaihOnxDdrs10ywnCjvYXnrWmqOM.pkg	381
Crash Team Racing	PS1	JP	http://zeusXXXXJP9000/NPJI00060_00/vYhgccxmFHqZCaEmYtJFsFvMipEBdwozKzLsZRlOQtNPYtfmajHyzCWWeUxUQxaygSmimGeOcSsrrPvZUYuxTGvQAAcyilzsOFzXT.pkg	383
Legacy of Kain: Soul Reaver (German) 	PS1	EU	http://zeusXXXXEP0776/NPEF00115_00/cArJwLGnsADjuEGpBfLYoTOGfHTOlmQajJHMkKuXyqiCpImogHyBQpGEQVnyVuTz.pkg	383
Syphon Filter	PS1	US	http://zeusXXXXUP9000/NPUI94240_00/JYtb8Un5R8pG7CVDoFmsNA60owTyeKMWl7ElIxfX0Vnex49wG25PQg34GVyLHBV0gEUUxCmQ6smk8KU7rt8lTnDfddbKWrdIGeH4W.pkg	383
Bealphareth	PS1	AS	http://zeusXXXXHP9000/NPHI00017_00/AAGYCbuVni8aT9Tyk5jGmII052IqAoSWj1OLd3GH9HeO53qpBElALfoRhPx8ClvN8GHSHov4A7TMU6dJUuFlllIFjUxRIQNQNfVDE.pkg	384
Bealphareth	PS1	JP	http://zeusXXXXJP9000/NPJI00026_00/buXkfk7ecqdshSyjnSRW4FtKQyTtEvGvjdHGTl2s0qxFFbFLDCgLID3WJP245RYC5eofgxgycLaM0uPxrhbcXN9kMVFIHbCN5WHwN.pkg	384
Neorude: Kizamareta Monshou 	PS1	JP	http://zeusXXXXJP0242/NPJJ00390_00/cENh6tDglat7dXfaXesqB8q336OntmqWvxK4TneVn1Cav0GafO0EXjXlKwa5gLIx4GAglKMwKEXiOdJVIOauqfM3jgujsrbMG42Ms.pkg	384
Arubarea no Otome: Uruwashi no Seishikitachi 	PS1	JP	http://zeusXXXXJP0038/NPJJ00267_00/oEPLgqCglPRO2J9AfFaarw24xqjdqxxmwvr6Eu9TCM7EC3ByGt6p0KqPyKKq4RLHc6jCj3FjxnHS7RJDge8B1CqqKKojaMa4Pj5Yx.pkg	385
Vanguard Bandits 	PS1	US	http://zeusXXXXUP9000/NPUJ01070_00/TISwxUWpwbsKQrqArdYxfPLChNmiseXKarXPUITXCcZVTqzPjWFCBhUGBUMEskKxIEHORXnqkcfNMkDhaXeBcmeshDcnVvDJsBbve.pkg	385
Monsters, Inc. Scream Team 	PS1	US	http://zeusXXXXUP9000/NPUJ94635_00/KN5y38liSqH78hdsKUxVvji0Pr7UvtKQXV9Rn4rlGN0mUB2x9QiL8MKxNGpoCovAhvCogwfasWmtr2eUCHbJTV3uDjDvc08qWPT4K.pkg	386
Farland Story: Yottsu no Fuuin 	PS1	JP	http://zeusXXXXJP0741/NPJJ00244_00/RQ4htjbwhEIgITKmBuVTaOTyV57rIMOjQbTUstxiCDeAoKGRGEpyli8595kumAG5jftJ7QFEVNtbfUmXl7R20GulQrE9wq51VjrFS.pkg	387
Baroque 	PS1	JP	http://zeusXXXXJP0292/NPJJ00126_00/vCXIuDhKCtEolRs1rljmP30lfb10QK58BiLKnVflHfSmt7AYfDBfsOCOvrNdkNK9X37g2CfwgpFUbEfLOoblctEstnWJmvs6kpCIs.pkg	390
Mega Man 4	PS1	JP	http://zeusXXXXJP0102/NPJJ00511_00/BXWOYeOsBGqkFSBQSJwYTpfChTunECNVfXrmYmUTGimDeVXJCCuGdTgHeLjVEkwpDXPkXJFoPQoGwZnCllbeejtDAvroFURRhIrEF.pkg	391
Rockman 4: Aratanaru Yabou!!  (req. OFW 6.60)	PS1	JP	http://zeusXXXXJP0102/NPJJ00511_00/BXWOYeOsBGqkFSBQSJwYTpfChTunECNVfXrmYmUTGimDeVXJCCuGdTgHeLjVEkwpDXPkXJFoPQoGwZnCllbeejtDAvroFURRhIrEF.pkg	391
Psychic Force 2 	PS1	JP	http://zeusXXXXJP0305/NPJJ00198_00/lBZySWbwYXdciutcgpbYGzhKueZfgdfLhkYDdthNZWDFZNqQataiyFLtKUnQOCJWZOMcZmnhVVTjbMmXayBHAgDpGOPkqoEdjQKae.pkg	392
Raystorm 	PS1	JP	http://zeusXXXXJP0305/NPJJ00170_00/nTVCri1SrfDeK9lCPdHXaHTRVQi3JYxeG6k3wx1mshdAN7msieM4Yv2UpraiGqLheLwkQNPBRjyr3w8rI2ekmmHew9hnC6Mc7CsOC.pkg	393
RAYBLADE	PS1	AS	http://zeusXXXXHP0158/NPHJ00076_00/IbTbrVpoLJ9M9pyT6wjyuyjxAEb8QthDtKwopq8XagMStbsBhwn3679FN2OS3EPKbQYG7PdJW36LqRJXlxNDNbkSwifw23r5YAcRO.pkg	394
Starblade Alpha	PS1	JP	http://zeusXXXXJP0700/NPJJ00697_00/evHilmTUmMUFDarIjkoYkcZHEnyHlpETGSEZXePrxAlLsJQNMqQPkROHQZdUgDyVRSMIoqkTfmMnRWedxWAisWNkGwjvlkaYQbYgw.pkg	396
Samurai Spirits: Kenkaku Yubinan Pack 	PS1	JP	http://zeusXXXXJP0576/NPJJ00049_00/QjUPBR7IP9sM6CTo03xFagyO0hRqOMv3NdkAqIkl9ThIASxQQlpilUXkr78R9rGciNSYHo9I19nVPh3uo3SC8vmngNRhRQodMLxAw.pkg	398
Syphon Filter(R) 3 Full Game	PS1	US	http://zeusXXXXUP9000/NPUI94640_00/6T9oa3YoBbedd7dkdANxL4JKbICVoo9lu4IWqIQ2Bvs69Pvi5ESPgLynqgqDQHPwo7huj7nX98N7rV7KGju5C70GQn0IJQe1cPfAJ.pkg	399
Ganbare Goemon Uchuu Kaizoku Akogingu 	PS1	JP	http://zeusXXXXJP0101/NPJJ00090_00/hEOUwFM1nduLuJH8NW8PmusjXjvBByjXAuEyIYlejsQWwGuw6GDP5Cy48xgx9yGvIYSnpR8LUA6KEnT38dwfKMdBXb6SvGcRygmAc.pkg	400
Summon Night	PS1	JP	http://zeusXXXXJP0700/NPJJ00656_00/cpuHROORZKIOBADFCovDBIpbtlwumEcWkNiSlJOQckzCbTxUPijAepWGYowhUeIlzPlJyKYwNiFkPaaUbBKYWcSwaqfTEqVneDExe.pkg	401
Toy Story 2: Buzz Lightyear to the Rescue 	PS1	EU	http://zeusXXXXEP1006/NPEF00093_00/3O6ByiQb30oNvvYN4PoMgLFDTG9uFaVpgecyDhMjB13s5NOXYlHmCSEkT5cnAjGduSj2VPFtrGu2xnfWsFKnhDVbuFt6mXrInMKA5.pkg	401
Toy Story 2: Buzz Lightyear to the Rescue! (German) 	PS1	EU	http://zeusXXXXEP1006/NPEF00093_00/g1mC74KRgG6O2m0uvI1E6vCkpgmOfJkTks3RQ8rBqr69uusilPGYTGy6uMAH1PHGYuoi51BhVpkOPGDRheF2JoE1veqaNdIaa6DOy.pkg	401
Toy Story 2: Buzz Lightyear to the Rescue! (Italian only) 	PS1	EU	http://zeusXXXXEP1006/NPEF00093_00/jLlRVwu0rhfPW7eHlUhSpDn17wackDHPIBFbdqtTMD2bwAxFmePJVQNTOcevgPHPE3oJNFMPyNY9sqRhJGVlkMHAdJFKQ5sSVerat.pkg	401
Xevious 3D/G+ 	PS1	US	http://zeusXXXXUP9000/NPUJ00461_00/JeMYoOTLIVtviTOFwGGddRUckKArsgZqgOZWRELqMRunXLVwatMgCvvCQMCBGkXsppZQBavYQYtBNInhHgugPFpyRhMWcvoDZXBkQ.pkg	401
Fuuraiki 	PS1	JP	http://zeusXXXXJP0656/NPJJ00104_00/oTyKFvJVfYdLRWfDlfyECGMsnCDLYvfHnWlonzuvCMdsEjLwMJKWXhHcjVdyKKqWJPYixEZmStJJPkVlYMmenlYWsGuArGWoxFbTW.pkg	402
Namco Museum Vol. 4 	PS1	US	http://zeusXXXXUP9000/NPUJ00416_00/tzFGnXylvfdbBUiQXXphRwinxIblXlQNSYETldOwykwtDYRqpgCnffzYQPVjRBpY.pkg	404
Toy Story 2: Buzz Lightyear To The Rescue! 	PS1	US	http://zeusXXXXUP9000/NPUJ00893_00/RuLAWY9SMlcUInUjdltqqXDuQE5IiJbvQB9YqluIXtUXvtyjcXyoQb0xJhsre1Wx5P18OLNRHd3yGn8Gs8Ffl86kuFnuX5YCuA1Ka.pkg	404
Mr. Driller G	PS1	JP	http://zeusXXXXJP0700/NPJJ00673_00/rlsaNXJvZXVmvWumAFqJrvqByLpfvisOZpdGYMQmjHgBfZWPJBXCRtgFQFleVkviPErqiGHrLgYKpobJhcsdsZkelNImHowkGybCy.pkg	405
LSD 	PS1	JP	http://zeusXXXXJP0004/NPJJ00430_00/xJpOcnaB2G1poaMcHrPFtPKeHEgETimy2LY8DXVoG0LbS7AhkUxHL0BBLhKFX6veqCr1CmLruLXbij0yvNIpPAfqXY9j4G4D5aKvU.pkg	408
Street Fighter Zero 2 	PS1	JP	http://zeusXXXXJP0102/NPJJ00722_00/bweSddftuoEvJCkwRghKbdajwqZnZoWJDZDxyOCzuoNafCMBxOBUhWLEDxMGNbnNLvnsICGUvyIMeMTOaRrIAjhAGsjnVnCtfFfmD.pkg	410
Xevious 3D/G+ 	PS1	JP	http://zeusXXXXJP0700/NPJJ00672_00/uoMerbtMrejKutNUplgUDeyqZAIVOSFHUGYCoQbYqNhWcYAFntTUrTfRVlcNQxdiRClTKxoDniNAwVbgYrGhJARkFYLsIuwkdbDfR.pkg	410
Advanced V.G. 2	PS1	JP	http://zeusXXXXJP0741/NPJJ00761_00/bBSbWDSUOpOCfXiHjRfxspwkAKncRcFBRSCswsbLlCybLANgZKOlmRhViBnTUDPvDQojfbcCIGZqlWnyhSvyoPTjRkgzLDDzZxsFA.pkg	411
Tomb Raider Chronicles 	PS1	EU	http://zeusXXXXEP0776/NPEF00121_00/JcXCpGvOHwPxFIiJscacxeEckgDlpigcSUvhweYWZxCGXNqOqriWrHbUpHCECtNo.pkg	414
Tomb Raider Chronicles (German)  	PS1	EU	http://zeusXXXXEP0776/NPEF00121_00/cvvttVmnRNIPkjcLuYHoFUTGLVntdPwqXGRWAwKYjjaRQJXJOByisOUeHSBFBklI.pkg	414
Namco Museum Vol. 4	PS1	JP	http://zeusXXXXJP0700/NPJJ00690_00/xZPAgEguzCqPJXfsTOJPONtbISuOiZiEnCcsUQjjsQQmZYnXUyHalROiceoghqNCLjBWKnoLqSZlOAZsPFMqtVubcPloOJofzYIaI.pkg	415
Bakumatsu Rouman: Gekka no Kenshi 	PS1	JP	http://zeusXXXXJP0576/NPJJ00037_00/t7e8lPWDhrcQgFwrAx8nkejjTHmAHkWCJooawhJ3xYTPHYnMTe8nhWLhTWLmBAsCADiTfNyMIIluQBnTd73rjq12J3Y6yaM3Lhd0F.pkg	416
Silver Jiken 	PS1	JP	http://zeusXXXXJP0124/NPJJ00699_00/wwNZJUEpviOCverfRUGmTHrnPgCkHJUfKYantqFahEIIIwDoWaPUOkPChWVJDSeqXudisQArANoLCjjBAMTnfFGEIcwMHmotFDLCk.pkg	416
Ore no Shikabane o Koete Yuke 	PS1	JP	http://zeusXXXXJP9000/NPJI00007_00/E5Ni4cKnXJDvrSw0DO7fHYQSsFwsQFY1FhvQYdBM8OQC4SmVKYDvotem5p5atvAmCQDvb6br5dEkoPvKlgkUxj09SVujfdYOqT0Rw.pkg	417
Super Robot Taisen Alpha 	PS1	JP	http://zeusXXXXJP0700/NPJJ00620_00/rxWSebpvrjwuQrIRKHCEQYrYkWUxVAALHrnRwITCKXsxycnalTVrMeKWhByueZIgUmcawmmSTaVkrEGanWeSgrQDUqjpEEQlMIkpp.pkg	418
Neorude 2 	PS1	JP	http://zeusXXXXJP0242/NPJJ00365_00/K9Pg5mt0pwyoC46WijPipWNuVX34bPeft2PbjaJA0YvK2qRItUjKsys7q5yt1OygdE8nfhiU4vJgdblVr1cjhgGF1QxqkqbtnuS9W.pkg	419
Tamamayu Monogatari (PlayStation the Best)  (req. OFW 6.60)	PS1	JP	http://zeusXXXXJP0128/NPJJ00161_00/iUCixFknuyamVXVlYekBvOwJjiqRpkrWuQhFKPtAEAzpREYaWReLRhoTvSpDOkAXzblcDlvaHzZxpVFSUpbVHxqFSZbJcxkUZfNQD.pkg	423
Heroine Dream 2	PS1	JP	http://zeusXXXXJP0747/NPJJ00686_00/vdpfTpdIAtFWHTMdFLxYZcHGrZyjqaAsaoTJVrNLhucubyrRwaeRsIpylQUGWHMQddThjBppwbMQrfbYcHSrVmmZHQGMIawoMDmqY.pkg	424
Heroine Dream 2 	PS1	JP	http://zeusXXXXJP0747/NPJJ00686_00/vdpfTpdIAtFWHTMdFLxYZcHGrZyjqaAsaoTJVrNLhucubyrRwaeRsIpylQUGWHMQddThjBppwbMQrfbYcHSrVmmZHQGMIawoMDmqY.pkg	424
Deception III: Dark Delusion	PS1	JP	http://zeusXXXXJP0325/NPJJ00242_00/eoNB0GdFwFdPDDF9KVnr5I8k54VDurCfR6oggEDYaSx6boQO82BHXffDbVWe0VpKg0hQoXUMvcQN6fVDGgBq6LcXSuyen2xFCci6q.pkg	426
G Darius	PS1	JP	http://zeusXXXXJP0305/NPJJ00194_00/SXTG7GBi7SDwigFsjpvmDAQARuFJs3ntHVHDBLfdOLJXRjejvIpbt29Mavf67KGBo2h72xpy0vV4vn6wXkUkjPyO1mnIn07rkdBeL.pkg	426
Sentimental Graffiti	PS1	JP	http://zeusXXXXJP0747/NPJJ00328_00/dmrvFFNw4AVKppKwQHaB6WQ8W9gVAxQVDgERB2tpXxCwupgKmfbx9IdgONtli0somKAhnomOQanyTVplJwLEFxmpKoeR3Ht0rCHfv.pkg	428
Sentimental Graffiti 	PS1	JP	http://zeusXXXXJP0747/NPJJ00328_00/dmrvFFNw4AVKppKwQHaB6WQ8W9gVAxQVDgERB2tpXxCwupgKmfbx9IdgONtli0somKAhnomOQanyTVplJwLEFxmpKoeR3Ht0rCHfv.pkg	428
KLONOA: Door to Phantomile	PS1	EU	http://zeusXXXXEP0700/NPEF00196_00/AAEvhjHSuyDAqsDeFURoDhePHJXEtAnCdCkNJPLMArjaooEKleaHBkTFFjfWTIjg.pkg	429
Klonoa: Door to Phantomile (German store) 	PS1	EU	http://zeusXXXXEP0700/NPEF00196_00/UBDvdTElCfanGaJWaIZaNMZNWleUJHXSnlYvnYLXQXmjYLbGQDwquKDdQRzDQKRi.pkg	429
Klonoa: Door to Phantomile (UK) 	PS1	EU	http://zeusXXXXEP0700/NPEF00196_00/lbLnmDJSkNvYImhkViyWJiKPimGAufVEhBuRLWWyhkAjeTgMRsbLazjnNfASFJuZ.pkg	429
Super Robot Taisen Alpha Gaiden 	PS1	JP	http://zeusXXXXJP0700/NPJJ00621_00/ybHdVdXixdPqckxyomvoHIoJTODEsoBoRMYkFqOGltDnmyXJqVUFKyXUJaQDYbdyEzcLgKuQyGzSXvkRqDCTBzlAYqaYGmwpFnJeN.pkg	431
Klonoa(R): Door to Phantomile	PS1	US	http://zeusXXXXUP9000/NPUJ00585_00/EpbYPaKrMdMpaKXzKIHXNHbNQoCMHMxcHhlcnkovXFbCIfvssxzpTFKZzOeiuhmbpxZLBVIRljqYtenAhlBYpDYPnrcUUfPORVOeg.pkg	432
Thunder Force V: Perfect System 	PS1	JP	http://zeusXXXXJP0242/NPJJ00333_00/p8IpPGbf84paEgj72GwiTj9FKVKkkDupApMMMUoOaabPHQq0PYQmxIQ0wioRuqKwg9OMVg39VX9bt1NmgCeTorQMi88KbkQ1AlXVx.pkg	434
THUNDERFORCE V Perfect System	PS1	JP	http://zeusXXXXJP0242/NPJJ00333_00/p8IpPGbf84paEgj72GwiTj9FKVKkkDupApMMMUoOaabPHQq0PYQmxIQ0wioRuqKwg9OMVg39VX9bt1NmgCeTorQMi88KbkQ1AlXVx.pkg	434
Kenkaku Ibunroku Yomigaerishi Soukou no Yaiba Samurai Spirits Shinshou 	PS1	JP	http://zeusXXXXJP0576/NPJJ00041_00/PQs0pa1t9t27YOtCw43JndnhURNGcq70MmYycsj0qyr6GLu2UnlKLXMkggjmtyCL7FcP1pE88GHpCIHVQpFlcnsnLFATJbe8lmrSV.pkg	435
Battle Athletess: Daiundoukai Alternative 	PS1	JP	http://zeusXXXXJP0747/NPJJ00458_00/hFSdgwgTRiHwMikKjg1VABFsLRkQV0XhhdtKCB3YRtG2TAgsWGFC7dMITtTxbutXm7HhkfSJsSXkPDvvJ3g9vetCHbE9LbSr9WFEu.pkg	436
Driver (English)	PS1	EU	http://zeusXXXXEP0001/NPEF00021_00/yJL3FxJDp89qORKymolkswfSrjTjkOSS3w3appEWWqnI8bgeQKrgIfjVH4RRdkAchA7qJXn4axtEdcn9YnJRGTpdaa5wBk7H4B99h.pkg	436
DRIVER (French)	PS1	EU	http://zeusXXXXEP0001/NPEF00021_00/UmiQ97efUSILnOJXAGRT6J1ctmB1V3w3V7N1dGNqx3cVbcHTVXmB0xnh09WNENWnsm4W6Eyd64ANWndtI5PGV0LcCQTP8pDhMDTBc.pkg	436
Driver (German) 	PS1	EU	http://zeusXXXXEP0001/NPEF00021_00/vCWPGF49t6dQsdpbsnOYtEWjvROecycrC1R0kWNPYgOcoNt3ipGbMIGjtbT7NB4Nd9PIoPkQh9Pc08AWRYr8YPtil4i14Jiqvgaxh.pkg	436
Arcade Hits ShienRyu 	PS1	AS	http://zeusXXXXHP0571/NPHJ00078_00/uWjvKa5F94p4BUMcKgM8lbrOLohmKaOd0qau1fnD2Xwy40q2BfU9kfsiRVg0o9p5MOcQYcHMkDPlheVnn0J4OEVrCJyqKQG0OCQo6.pkg	440
Arcade Hits: Shienryu	PS1	JP	http://zeusXXXXJP0571/NPJJ00151_00/AvJWktNvJbxeM2pD4qGYaEHkCbD3JNfMNBWMOK93D9O5o4ay1hsxVaxJ3Y7EqBrRQN3kljgEMiv97p3KBJVhsVdGNvhHwOHOSUnVV.pkg	440
Arcade Hits: Shienryu 	PS1	JP	http://zeusXXXXJP0571/NPJJ00151_00/AvJWktNvJbxeM2pD4qGYaEHkCbD3JNfMNBWMOK93D9O5o4ay1hsxVaxJ3Y7EqBrRQN3kljgEMiv97p3KBJVhsVdGNvhHwOHOSUnVV.pkg	440
Klonoa: Door to Phantomile	PS1	JP	http://zeusXXXXJP0700/NPJJ00585_00/UomekSzBsJxGzeXwYBYsUrSXnhxZfqRfkFgPVQhphUrqtrfUOvpekZArGZVCayMyaYoYTvKOzLaYOTZEyZjKwNXHXalqLPpIYcRiY.pkg	440
Persona 2: Eternal Punishment 	PS1	US	http://zeusXXXXUP9000/NPUJ01158_00/gPEqVpBZaCUJJCBWvyQVAPtzGBHJLHoHrCuwfgGIttiOAxKfjtnMlAYyvknkUxSa.pkg	441
Spyro 2: Ripto's Rage!	PS1	JP	http://zeusXXXXJP9000/NPJI00063_00/pBgtOwygVxsKZbVLVEOechSoWFeRdhzqSKfdzGCEZLnnSJkBPZRCedOuginZqnDVljUXLYYlGiIwYFqpxXWlouVibSRLzfRlTUvOE.pkg	442
Judge Dredd (French store) 	PS1	EU	http://zeusXXXXEP4039/NPEF00005_00/cq8NQ9csPG8k5K3hcImy4oLO1SYRa6NSpi08JIEGuGVp3r1GqtptSqe8CB2s9ptENa92FufULeF62tkjaLchTrmlpM8rAhbruAdVa.pkg	444
GUNbare! Game Tengoku	PS1	JP	http://zeusXXXXJP1091/NPJJ00771_00/JP1091-NPJJ00771_00-0000000000000001_bg_1_cf610d44a3a853a117241580f2965367a74191de.pkg	445
Myst	PS1	US	http://zeusXXXXUP2014/NPUH10010_00/wgu9LTeqcL4TeGYseUb5jXH2XE2qd1K4lqWmPWGlyAPirpJxyonHph9h0iW1D5dfVPw2MH1rxkTVhfRF17nmpnoeLJEmqpsqJKrHh.pkg	446
Tokimeki no Houkago	PS1	JP	http://zeusXXXXJP0101/NPJJ00332_00/28iXnhdNcX83e3oPFEnFxsHxISNNaIEIvRtwT3ugUhUcml07WtVLTwTouXlYwpxq9lJkBtwh4iVK1nxs3w6X3ocDMC1jq7Ydt2XlQ.pkg	446
Medal of Honor 	PS1	US	http://zeusXXXXUP9000/NPUJ00974_00/K8wif2XJ3kXn45A2S7CakbXnjpVKPYuw0k8ayIXrYplMwS0xbfehDendWb46q30GtRk9kTu7PRQJ9ycnXatXIBJEAI3p3vQM78eUA.pkg	447
Kumitate Battle: Kuttu Ketto 	PS1	JP	http://zeusXXXXJP0242/NPJJ00400_00/LHjjjvD5pWosA7M0PJL5vTTapq5IYgraM9Mfsf0FKTLMFseXCcH7Pk7AdwvVuMo3rx2oSDcGV90b2wKhdID1ctsKYaKWwDFY6GGnq.pkg	448
Neorude 	PS1	JP	http://zeusXXXXJP0242/NPJJ00334_00/sNRxlaXnnRQW75cur6hI0J6WYcEbkRBCAsax6uB0Qffey5mnI6gphqOsLH2bnRKuVWhyYutdh7pcBtGgIOctGHkQBaiHIRDE8eeq4.pkg	451
Blood Omen: Legacy of Kain 	PS1	US	http://zeusXXXXUP9000/NPUJ00027_00/GM71MBSs9F5wyap3k1KGXECIGQiRHNNLX1RCHqKr13viJfUd1cvk8FNMNitWWApgQAKrN2Ghru2FJXvPX9n6ACWIEt05lINMSpypO.pkg	453
Blood Omen: Legacy of Kain (German) 	PS1	EU	http://zeusXXXXEP0776/NPEF00110_00/soDKgNcfuNPqOLbbmZheTZvWcUetujlgFaHagpaztUCsFAYMBGWLWgJrSqBsgQgS.pkg	453
Langrisser I & II 	PS1	JP	http://zeusXXXXJP0038/NPJJ00264_00/e0qOMeUqCCJ2W0odYEq4C6dtXB7viMbtDXiGjo45O5i1VRwAHj966j4KHv2jJln4Tdy2ataW53Dbr7m0xgD1r8LkKPCxNmge5GBEr.pkg	456
A Bug`s Life (Italian) 	PS1	EU	http://zeusXXXXEP1006/NPEF00080_00/6ss6E8hmkMWO9qJsVnOXdLtQ8RKASqBhCSIk7LQnnePtTMumaRJVeICE5QaEcAMDxNFnvOJbjLBHaxksWa84oPDJC82AD7o7SEYVU.pkg	457
A Bug`s Life 	PS1	EU	http://zeusXXXXEP1006/NPEF00080_00/hkD3yNKQ8oeHWOfWLNE1AWr8kphqSYOLScO8f6dyOkVwkREEdob3xsSOL77Isl8fXEYkoQPuTOjtLfdltNbV1K9TPwX6FH0SW9g2v.pkg	458
A Bug`s Life (German) 	PS1	EU	http://zeusXXXXEP1006/NPEF00080_00/lSE651JSxoR47YLIemCj89JxGl7iNNQOFfSGnOJtCBhqMsBWBJNWxDhAwyJyQ9Ba735uRDiQHC8O2h11gv3xEuUf5cWAVMtSF7rMg.pkg	458
Crash Bandicoot 	PS1	EU	http://zeusXXXXEP9000/NPEE00001_00/TDkTfX1OWMUpXoC61uDYEWLt2EpfcpjcfsC1ivvffAeDrO7HafmT8gVWNUlWtoMKu09v8WDDxNmRGK5XWXOXrgvoASeMp41B6Ual9.pkg	461
Crash Bandicoot (French store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00001_00/6kCjtrnhcLMitAUaGAfBbfM03XskNyKBVH18WLUYBp06weUxs3WiCBaRXI6M9d4C3sTH0oCLV8DjmFRsvBLt9binku6vDlS7TIDaB.pkg	461
Garou Densetsu Wild Ambition 	PS1	JP	http://zeusXXXXJP0576/NPJJ00042_00/HxoGHNLXE4HCA0fmppTM3YIuycAD2yx8GTTywudxfOrmIbQFy4hdqU3bQRhjVAkeNUuTY5g0io32nqVA6EUEpArHlFB0mp1BNUao8.pkg	461
Oddworld: Abe’s Oddysee 	PS1	EU	http://zeusXXXXEP4134/NPEF00098_00/unrARfWUdJ9HWeTgQuX2liusDXY1bvUkONjPH4H1xBubqDGiFMG5EmThVAMnGJTtJNtn3f6c8ww4rYvEjyA1qXIhIA3c6Y4PqapRT.pkg	465
Oddworld: Abe’s Oddysee (German) 	PS1	EU	http://zeusXXXXEP4134/NPEF00098_00/P6ckiwFnmRIVX7ow9tKASKoBaJVDST67Alic2YeHvw5HeCwilQgsj1UdBxMNkehirAa8PSWFjPENE0ByyBg6tKle8Wa32TYB0RcOW.pkg	465
Oddworld: Abe’s Oddysee (Italian) 	PS1	EU	http://zeusXXXXEP4134/NPEF00098_00/U3XR9wnjyQSjXtAB551jpcAewyGwVWdr5XWElTqrDRItqhQ8itfoP6IskT5QBUyfSlgQYPJXvo7qXjrbbtWTlUYRvXJOv9i9NLgmT.pkg	465
Crash Bandicoot	PS1	US	http://zeusXXXXUP9000/NPUI94900_00/PGA5yT6jn7idW1Eq58oGboyYhxg952ja38ThmBcbCD742gfjt4LFM4KLKOPQcbJ6H1OW1nDASSV2KiCVFaBspHBKOphbJMTm4YsrQ.pkg	467
Oddworld: Abe's Oddysee(tm)	PS1	US	http://zeusXXXXUP9000/NPUJ00190_00/x5wvwhxg1q3d7hGVPOHKW8xR3hn9G70UCQnR3fSOlsbgIV72hfyvku0CL0aqK1F8T6hsaowWmNl6vN6aCOCkDywbPyUFO0VnD4hQK.pkg	469
Medal of Honor Underground 	PS1	US	http://zeusXXXXUP9000/NPUJ01270_00/xUQaB5RHHEbw2FXwqaQH9inmkCsBM7BYs5pEiT4IFebfUCesWr3gXC5KwtTXF2dLCycGrImXhuQqnBrWq7Sc4mqPHwxPiPQgrVKO6.pkg	473
Nuclear Strike 	PS1	US	http://zeusXXXXUP9000/NPUJ00518_00/DWC4L5Iv4J5QWyhqpQyxKVBPop2J2cYSuIe21epF7lLnRee1gXq0m9I00xVU7fRYujVOcsQMd1N4fRFnWwJRojeWbeyy0o7yH3qHd.pkg	475
Sound Novel Evolution 1: Otogirisou Sosei-Hen 	PS1	JP	http://zeusXXXXJP0365/NPJJ00602_00/OcVzcRIFpkJwUWpxCueJhsYDdoeiKBhKODRqeblHeqdnKXFwKKOOWcpTkfTKKaXGJtWYrTXqefQtobccUamQFgIQBEyYMpBfjYjin.pkg	476
