Name	Type	Region	PKG direct link	File Size
Chaos Break 	PS1	JP	http://zeusXXXXJP0305/NPJJ00226_00/lplXHllFlrrVCSvWRKRKzxWNJuHsoNxgDOBXRttazgKelmPOuZEiXgBLpnPBIOtoAvQYEGaNePjbtjGeaIVanYJlQaHDHDnvidxTp.pkg	92
Sarara's Little Shop	PS1	JP	http://zeusXXXXJP0747/NPJJ00609_00/xYTaiQtoQIlPKkeaXVkTpxdCxkXBrmUXZQALtrSdIhpNbGsnYzcRnSxmanRPTpMtQscOMdwdTIBdkjblTOnchljHgONpTUuGtLnyP.pkg	92
Sarara's Little Shop	PS1	JP	http://zeusXXXXJP0747/NPJJ00609_00/xYTaiQtoQIlPKkeaXVkTpxdCxkXBrmUXZQALtrSdIhpNbGsnYzcRnSxmanRPTpMtQscOMdwdTIBdkjblTOnchljHgONpTUuGtLnyP.pkg	92
Spec Ops: Ranger Elite 	PS1	US	http://zeusXXXXUP9000/NPUJ01299_00/99djm0HtaqYYQXuDHL3cX7CBJ2hPQcYkMNX1hvS3Mgv57uiBs1stdkY9cQjIt3PhLRvUA853bIjcauEGT1BVrjeVrPqwFvDCR4P6x.pkg	92
The FamiRes: Shijou Saikyou no Menu	PS1	JP	http://zeusXXXXJP0571/NPJJ00046_00/2vOcT1IyBcSQIx2YxONYL1797SIvLdHwEAuXQlxNqGQmCeSBXi4wpQ8aP0q5pnIWcxtTehc0YXBY22sQGTouoSvKanTeGhrOUF3d6.pkg	92
Theme Hospital 	PS1	JP	http://zeusXXXXJP0006/NPJJ00299_00/18UpKIMxJin0bSlbMoITdgIfe4XVbuYmCGChbpjn1n9NKmLlKS4F4tkfhKnu8J5m1e4FSplxt1qXh6PLAqXQrPdHN2y6rTMwoiO2s.pkg	92
WipEout 	PS1	EU	http://zeusXXXXEP9000/NPEE00004_00/qcH5qAv3yDBvhU3rpDL7p0jNtK18NshWrr1fAJOF19a6SyI407XHY7tilA14mOG3JFIDce3KmQc4e4rUQJTJa71gmmMcDjqPkp9KQ.pkg	92
WipEout (French store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00004_00/RL6Op1K60U5iKlSHSpnjS2xNMEYCUqyLPDJbQo2QKj0G9PeY5nnkOFs5cnjKIwhakHIBIWVMnaHOpdT1Y3JAvfwLdLYHsNj0OoBVS.pkg	92
WipEout (German store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00004_00/fxr8BpAaiLl3MT1L6qIKCKRxyM8nkumgCD2CehiKvFTHMkJ5W36D43UadVUdsfbvbe8F7sfUL1tm2VjXY8JrgH3v6AQciD9r6KMUY.pkg	92
WipEout (Spanish store) 	PS1	EU	http://zeusXXXXEP9000/NPEE00004_00/6qpH6GH9xtkGd8Xm1Gcl1u6v8XHY6wGE37GAXi3SyRMeUk331er3nS4kgvavMuYxiQHCcVT7wD64eDHHeS0aXKyKgXrBAYUYfThBk.pkg	92
Yaku: Yuujou Dangi 	PS1	JP	http://zeusXXXXJP0031/NPJJ00019_00/NuNKAQWG49dXswExL7n8NmE9iPSN9FSICAf2n9qIWWrTkayV4seURg0rW76WHWYWjX21Q5jYyG44eJiVG2KikvAUpwCcHO2lkjq5s.pkg	92
The King Of Fighters '96 	PS1	JP	http://zeusXXXXJP0576/NPJJ00051_00/8EcYKsMJYYV8iEjwoT7IOh0BpBpLWndNY7trlcRORy1QTy14g06FdXuiUESVGnjh4BbHpedsuv5L8KgcwxRtvj8EytqC8YvH79QxQ.pkg	93
Vagrant Story (German) 	PS1	EU	http://zeusXXXXEP0082/NPEF00083_00/uFcsXTPuGpvORM0TBl1fllR37rpro2ivqGcVEss9IGERQSfcTybcWGPY6nppu6GAs8Ca5PppxxSHvxlpqYmLrahYTgNgwGsMnUCPF.pkg	93
Vagrant Story (UK) 	PS1	EU	http://zeusXXXXEP0082/NPEF00083_00/iCIRno4x2a2MnIo47tLcc5Tn9h90qgqOh1jlmlOi9841l9f4s9bxG8T6A3uoqS94or6i0H9pSsiDl8xxTxMWbgdG2b8ikO9hJtVAe.pkg	93
Advanced V.G. 	PS1	JP	http://zeusXXXXJP0741/NPJJ00255_00/gGLUciem9HYkC3Fg3D0KDJQHCEO4d3NFt0SVT4Wv603GxJScCno6sb6JqakWx0Ic49jaQ2j5bP0d07DMDDinJ5eERdbX43H9Gvlkd.pkg	94
Simple 1500 Vol. 39: The Mahjong 2 	PS1	JP	http://zeusXXXXJP0367/NPJJ00352_00/b8LaHvusCCC8I8xSDVec9rm0QvyKfX57PsbuR5SRvXGyI78agbY9DUTshnKMJJwe2e1WXhC0dXJDTYahCbonfqj36nh9xfpFRqams.pkg	94
Rayman 	PS1	JP	http://zeusXXXXJP0001/NPJJ00645_00/ZbdgtDLkdRHyFhDdTzlKjvBlMLMnfvXXucvQhokjHxImLxeprIXfixcqvuKYPWmWEuNNZnzxKCsJXIuhEgUaOtJQeYWskzavTDTTy.pkg	95
Astronoka	PS1	JP	http://zeusXXXXJP0082/NPJJ00168_00/6CjdW1Koc9QQ9nwuryqnuYkQOlnQpqsOdtxGocWx1n5hUXSBuaFDdyvMJJblKWYJLA9jFafl2kJhhRNd2EQEHVxqaTKAMgXCUYcIu.pkg	96
Ikasama Mahjong 	PS1	JP	http://zeusXXXXJP0031/NPJJ00033_00/w4bKu66w0dLqi9WX5woVBuD9YUqkcG3DnmAf10BSX4S99PdguYi7Cew8OdEf5taxkxlNNfSCP4JnvmTbP1Edb78wuiYN4X6Mv6WEP.pkg	96
VAGRANT STORY(R)	PS1	US	http://zeusXXXXUP9000/NPUJ01040_00/SzLQGCdChbyHiTqFrkDmAMACbswnDlMVcgczyVczwcFtyyoHYKmfSiakGiXvYLoXHHaPlhgoYalWDedqckLSNoVsXNIsFcIZqGsMp.pkg	96
Cotton 100% 	PS1	JP	http://zeusXXXXJP0571/NPJJ00476_00/EbbUvkAd28roam584Y1onHguclYY5Mpl8rR4jCtLHy4jOWuJM3e22Y8OVjsMLreUy6bkhLSHb9UVBCrKBGCyeBRK1vqOKMEpQRy0f.pkg	97
Rayman 	PS1	US	http://zeusXXXXUP9000/NPUJ00005_00/cHtWVHG9fi4YsqyedrJBX6fwMb5Grjo7NH2XgTnDRVM2VG5O2BABGuiGTMOs0a0DFjUMhEKWkaxmPFT8RqGsGFDmTXLElm6WMlQYd.pkg	97
Power Instinct 2	PS1	JP	http://zeusXXXXJP0005/NPJJ00547_00/qEYhbYwcDTBAKnkLcWnfBLZJoIvYjYOHpbULxAJtwczVBwybOrgeVSBdgkoCJjmuwLHqQifXrOyIiCeJxVhjIHiarfYheBPVJpAkB.pkg	98
Arcade Hits: Outlaws of the Lost Dynasty	PS1	JP	http://zeusXXXXJP0571/NPJJ00280_00/PLXB7RfoQpn1jXX94HTsgGOWYJOFGYs9OCpks9hrsXIubXf9ASO5FCmWHPL6P0gBlXo5Vt8cPl3CA2iN1RjapF4i3USqS5Kq06NoH.pkg	99
Arcade Hits: Outlaws Of The Lost Dynasty 	PS1	JP	http://zeusXXXXJP0571/NPJJ00280_00/PLXB7RfoQpn1jXX94HTsgGOWYJOFGYs9OCpks9hrsXIubXf9ASO5FCmWHPL6P0gBlXo5Vt8cPl3CA2iN1RjapF4i3USqS5Kq06NoH.pkg	99
Asuka 120percent Burning Fest. Special 	PS1	JP	http://zeusXXXXJP0212/NPJJ00491_00/iVBJhflzDBTVBLafLHMGvFXuOJlIbSZmuUCCxetBapZPRnCFeYfwUNvbEdqWOBrmLsvEIYrRbOqOxreQjWSumzIwBkYDqzPQWCUxi.pkg	99
Dosukoi Densetsu 	PS1	JP	http://zeusXXXXJP0747/NPJJ00597_00/SAEBsrpoArRddAOpWSAFHlcdGydxwbxfZMrPGTOOdUKsifrfiPggAtgEHtmHaGCCdoGjntdGDZqOyemExMJoSUKllcxOLkmVDvnQs.pkg	99
Gunship 	PS1	US	http://zeusXXXXUP9000/NPUJ00313_00/LbaIRUAHgNyTlrePTHGIlNTWAPqvaQSmvGEeGVxWZwUJWbYijthXWbKvZAwOYkQQpQuXCWgKpbZiqqwdutvtnTBTKFqzWjmLmaFOi.pkg	99
Chiisa na Oukoku Eltria 	PS1	JP	http://zeusXXXXJP0747/NPJJ00590_00/XYvkiagAAYsaLBKIwTEOqTmEFbTEMplMODcGZEEqLpcsQWVMLDSaqsBIekDGzJlEslECyIyUoHeAOZtmbsxYBhuKNdLNJcDlLfxsr.pkg	101
Cyber Sled 	PS1	US	http://zeusXXXXUP9000/NPUJ00008_00/mWHzhIGHVxhIvVmatGZWzwwKREfjfOohyLEElTLRdehxNfrLJAMyizCrSojSyfSL.pkg	101
Max Surfing 2000 	PS1	JP	http://zeusXXXXJP0747/NPJJ00549_00/qmtJovxgXWfvbwiCqdlSsnikWlXdehcfxdpMocaeLzLWeLTstKwifUUUYZwxeYxXWyeIBHmudHmlIkVKGXkCIctodosFgJZHkvDvw.pkg	101
Pocket Jiman	PS1	JP	http://zeusXXXXJP9000/NPJI00079_00/QEeYerKVFvnBluVhAIgSyfBoEfcSEAiFsArOoQFnoJRvCuwYpvsTrEduQTcavQjSSZXtWQssYBxVfQsZyIfbuZtGGcAUByNqkBuvc.pkg	101
Ten Pin Alley 	PS1	US	http://zeusXXXXUP9000/NPUJ00377_00/nS6iFE2JpK6rHPeYLyYYsTfuJW1abWrXEm1lBlEEMHKkEI9edlbGbboeVURck2OlF2VNVwT7RFMcF7vOT87h6HrEQXV4giJCw78vJ.pkg	101
Arcade Hits: Sonic Wings Special	PS1	JP	http://zeusXXXXJP0571/NPJJ00081_00/12wf19rwQQea7EFRbd8hDvbR2FVjjrd7a91KdfpVc12s2DqNGuXTf1AYoW3LaHODCrrVWVDWv8AuxkLO0PeMQG8FIN4PepJtPmMdb.pkg	102
Arcade Hits: Sonic Wings Special 	PS1	JP	http://zeusXXXXJP0571/NPJJ00081_00/12wf19rwQQea7EFRbd8hDvbR2FVjjrd7a91KdfpVc12s2DqNGuXTf1AYoW3LaHODCrrVWVDWv8AuxkLO0PeMQG8FIN4PepJtPmMdb.pkg	102
Putter Golf 	PS1	US	http://zeusXXXXUP9000/NPUJ01371_00/vzbwjCnDkJpHEIzWUNCCbzjEHXDkDMzejaWulsjaoVhTXbupcskkNoLlcUVGfcBV.pkg	102
Rally Cross 	PS1	EU	http://zeusXXXXEP9000/NPEE00057_00/hPZIAuJIbcjZqzImttIvuCQHIBsDmOOuhvAnpmkXfOIAwbzepuFxnofHrDAWRads.pkg	102
Rally Cross(tm)	PS1	US	http://zeusXXXXUP9000/NPUI94308_00/HBa6nIeus554kJNHlYgXg5j64CpSsMIPgfImsgHoVV3S973866P2wW1g5XbMyFm2eegdtXpEFm2ioiaCA8OG8uhskh9fB6P5U7KvM.pkg	102
Arcade Hits Sonic Wings Special 	PS1	AS	http://zeusXXXXHP0571/NPHJ00060_00/J3FcwSncWUfDswYQfG0YdUIfCLfVLcqbViPDfugyLuLo0NWNdJf2qOSed7KXdqD57AworjHLorLI4eonf6KrIWqu6m9dM5diU3NTl.pkg	103
Crash Bandicoot 2: Cortex Strikes Back	PS1	US	http://zeusXXXXUP9000/NPUI94154_00/9cshcpwoE1lsKOvng68CTEuqOIIuK3qNoR8YvW4XaaXomgkgPJh9ePXCE2kIPxvFsPhTs8sGuMWcKLtOaySq0RfTOLsjaFpGq3YjG.pkg	103
Populous: The Beginning 	PS1	JP	http://zeusXXXXJP0006/NPJJ00221_00/uIFqxm1GxHJMXk56AgjRk0iR58myvx34x3TM2PcRp2ykU3NULHpDjjS20rAAio4GebNOdRERcerQOjj38ykwkTqJrIACGIxWSmnuH.pkg	103
Samurai Shodown 4 Special 	PS1	AS	http://zeusXXXXHP0576/NPHJ00029_00/B0u97JDB1poKTKoSpTMpVcVWsBegIKf532wQH3OPB3mswq6CKCSmgviTLKXR77E7gq9i1hVlESiErOmkpTj5javYLeDnk4aJnvvW2.pkg	103
Samurai Spirits: Amakusa Kourin Special 	PS1	JP	http://zeusXXXXJP0576/NPJJ00058_00/hu3Tg4oWWEPShfl6VU5hELyqxwyAL83XRqmGhKKjuN6GgUvcU29kwqGwNWkkauR5Qfyc9lB5bt9ymL7eCO71W7yQXmlP2wmLLoWTw.pkg	103
Simple 1500 Vol.69: The Putter Golf 	PS1	JP	http://zeusXXXXJP0367/NPJJ00396_00/Quv5XQ2fNvyq3dKJu1ApdDS10CLwlNqWQ5ixtPmGPcAojL7Avquv82CpAkP6tOj6EAbqpCn4jeasbH6vN5rLMnJdN0PUU0rGAytHV.pkg	103
Vagrant Story 	PS1	JP	http://zeusXXXXJP0082/NPJJ00282_00/ilBQAGkWMGJJKAXUug3rSq2oBecDCMEPipOuPobruy5oM3I4MrAcL4NX3hKM3kws1XYDvdWL8aN6O6oJdB4xmlyK29NOcnwCqcowY.pkg	103
Crash Bandicoot 3: Warped	PS1	US	http://zeusXXXXUP9000/NPUI94244_00/VaYW7FE1iHpvQ76rpiwe3uy53E3Oq78xqPEMmQ8LIdHAHqB0cmJespqFypFXxwvL7KdHrYgNXomQd35FMEyNF4MhUcqAxUUxPrfEW.pkg	105
Jet Rider 2 	PS1	EU	http://zeusXXXXEP9000/NPEE00055_00/EWANQvXOI9xANSWGEF4gaouwlhB91BQqPYPLblPcbcbdF8dphgtVVD51mWaoYrl8bMufSOuKy9U02r47WKtvb1bHGNwE4rmJEWEoJ.pkg	105
Namco Museum Vol. 2 	PS1	US	http://zeusXXXXUP9000/NPUJ00216_00/wDsIULPMVeJKCPPBYAcnUecZKDypPHXNNfECgxifhXLzdLrQiqvqLaPJYvEAWDYz.pkg	105
Reverthion 	PS1	JP	http://zeusXXXXJP0242/NPJJ00393_00/46TgAMr0or77ObIt0i1Oyw5AhKe7mp2Cxl4pIr6WL8H7STIAfa3FDk8Mo90eVKyEdUwj8vpH47Ap3WgJbimLnLh3cf0Ca2oN8Sd7j.pkg	105
XI[sai] / Devil Dice (Demo) 	PS1	JP	http://zeusXXXXJP9000/NPJI90001_00/lCWnVFXT0ouT5gwRDesWbvLyyttuOIWDvCU5IYkfo0XAa0jtIkfQFTGhXJBQr8f8fkh567rG57QGw9WQHUNhfsLG8BKfQo9NwVfww.pkg	105
Namco Museum Vol. 2	PS1	JP	http://zeusXXXXJP0700/NPJJ00688_00/nYWTmOJDVzebnnkBbHrFxwdMwcTgjCmCduYVwQTNAKlkLOLGnPFFRJMpXZlsOmaTKwxpelzBLetTNpYhNHGVWfzBZAhRwPBOaVXhB.pkg	107
Tall Unlimited	PS1	JP	http://zeusXXXXJP0571/NPJJ00025_00/oloGRQ2flpdElvHnOWxT6jhD6Jkkj8EWSPgpANs2bS1qA38swPraITnmfBIwHOrW9ARsO0pklALBQNT5KpPDWBWfu3xx5CTqpC86R.pkg	107
Tall Unlimited 	PS1	JP	http://zeusXXXXJP0571/NPJJ00025_00/oloGRQ2flpdElvHnOWxT6jhD6Jkkj8EWSPgpANs2bS1qA38swPraITnmfBIwHOrW9ARsO0pklALBQNT5KpPDWBWfu3xx5CTqpC86R.pkg	107
Akagawa Jirou: Majotachi no Nemuri – Fukkatsusai 	PS1	JP	http://zeusXXXXJP0507/NPJJ00503_00/kTDgBRIbGwASKuVZcPwmmaCFqQHvjzgxEpvNCUhOuwghKClBUMVCPzmVBynCSsqLkVtdgGQozTRYxjCdKDEtJlDOYRoklywCAFqqT.pkg	108
Seirei Shoukan: Princess of Darkness 	PS1	JP	http://zeusXXXXJP0213/NPJJ00193_00/mQc3SyiRKQoM65qVRp5B7m7kueT7p9jjGAh1TwbB2t768DcjQmIEnB3vMwIXxyjHNEntuiEtKJv3e2bYsBNtRpUc6ACM91nsNJHqw.pkg	108
Theme Park 	PS1	EU	http://zeusXXXXEP0006/NPEF00040_00/1uxKDJ6dt4TkqTJKgPy998YYGhhIbEvmop45BHBcWhTvI3VLlUSYGy0EaTOfTvgNCWwe9aBJAmbEQxIkS0IQcXd38sb6c6JTJNKAp.pkg	108
XI [sai] 	PS1	JP	http://zeusXXXXJP9000/NPJI00019_00/LiB28VVYTRwIvIRYKpecm73FXF6JC7BOdRLlEah4w2YHUTmJGL3Vqs2BaBABkUofo702kO6sRDTmUdNw7htqeNCMhxsi2AlQpLCSt.pkg	108
Pro Wrestling Sengokuden: Hyper Tag Match 	PS1	JP	http://zeusXXXXJP0747/NPJJ00536_00/cBKMtLEilNCTjRKMDCMMDcphmJxHDzScEEpURyCPIUOzJRMDgQyyiXnapKmGCDrELjYxKwAlFAliRJGOAAAPCJkPtRLMXZwsgjJQe.pkg	109
Theme Park (German) 	PS1	EU	http://zeusXXXXEP0006/NPEF00040_00/BcF8vm6jpfUpkNulK3sd5DmT9LDRTWHArSPBHnabwKVFsBdiVKndalyj2MuyFe38wwpEc7JAnIiFFJvnFCW8r9O6L2qXgH78kYpWE.pkg	109
Tom Clancy's Rainbow Six (French Store) 	PS1	EU	http://zeusXXXXEP0001/NPEF00022_00/PIT1tvEXtRyJK6YU8eWd1TODpWWKcdL5pGQq6BpKKlBuecJAdfUpQ2a2Au4qNT6yMjATUEHS6MMQ0jc6Xic3kNvGKMqbNY1kg0gYh.pkg	110
XI [sai] Jumbo  (req. OFW 3.70)	PS1	JP	http://zeusXXXXJP9000/NPJI00045_00/02wDKPJpO26515cIpglHNrfWPvLJFvpoH7stO9UfjkxStd8gnRsSau0ViXBrJDLq9JL815qAMgloHoqie6E39sCYaGKdYQI53dfad.pkg	111
Spec Ops: Airborne Commando 	PS1	US	http://zeusXXXXUP9000/NPUJ01447_00/xRpGQ9n5vlMcKo8eqYjIEukC8lyhI5GMNIF6K0g5ITo4RIcu4YJ1n5lEyOogYNMixJ9a07WVJMi3EqP2kc1pBAncNIWlBbHPqTjXF.pkg	112
Final Fantasy V  (alt link)	PS1	EU	http://zeusXXXXEP0082/NPEF00152_00/lHWtUJKswiRcCEDFdhlrVayHBUxFrmIFcrgCrrtKIyWVfGKHViEjdUxgjmWvbJvl.pkg	113
Syndicate Wars (German) 	PS1	EU	http://zeusXXXXEP0006/NPEF00039_00/akLOX4gU5gup29bN58KU31My674abvyRW50uu599YPVcdX8F8vhDCfIyR5WnS6C5Gm6pG5qejiJ5msj9hfTcR2bRUClmqUR9mwVSt.pkg	113
Tom Clancy's Rainbow Six 	PS1	US	http://zeusXXXXUP9000/NPUJ00947_00/nAop9EmslqYTLSdMwiNFEExVukwf2dfV01Qrsu5sEm9bES4Mpljr5Cv81qK0mhJ78UJ1OnSAikEU7X9CkgacH0Dwkl4XJoaNdfTRU.pkg	113
Ape Escape!	PS1	JP	http://zeusXXXXJP9000/NPJI00032_00/yDEZVKNgPCaRafOSWZOlrSkzhSDJzwveLKpePEolWcZzEceAuFIEeTqGTbtxKsOJCVjcCbXZQECOaNsExfoTYKjkRRArXBidsltMp.pkg	114
Hyper Crazy Climber	PS1	JP	http://zeusXXXXJP0571/NPJJ00320_00/K3fIFBmPfURQEM1lQiFam9U5rb1it2iT9BFPObPyoSUQNkG8laS1QccTjslC6D6jU9BIcdGlJ6ycmd7GL4rniaoCnK8NUsTV41HJF.pkg	114
Hyper Crazy Climber 	PS1	JP	http://zeusXXXXJP0571/NPJJ00320_00/K3fIFBmPfURQEM1lQiFam9U5rb1it2iT9BFPObPyoSUQNkG8laS1QccTjslC6D6jU9BIcdGlJ6ycmd7GL4rniaoCnK8NUsTV41HJF.pkg	114
Gakkou o Tsukurou!! Kouchou Sensei Monogatari 	PS1	JP	http://zeusXXXXJP0507/NPJJ00261_00/XAbwrw3BgEdPVBRuDMSVF9I2l9iQpD6kUN1E4keXAA4Xsnh6OdIoTxOXbfebLJPQDdFUjGqUN5qQsrpIWXAH90EcrXFWRuEQMJUAY.pkg	115
Jet Moto 2 	PS1	US	http://zeusXXXXUP9000/NPUI94167_00/XfKFuP9lyPK8L0QEp4NEDFeXJKHWS7Mvc7JKaa5JUrDJqRGlfAHaLhkk8ksXMgxow6vYNb6ddO8VdXGL7aTVFpJd0g5TRTBWso14K.pkg	115
Simple 1500 Vol.88: The Gal Mahjong – Love Songs Idol ha High Rate 	PS1	JP	http://zeusXXXXJP0367/NPJJ00414_00/EclEDe2Ep72DAj9SUWXTs1OhtlS1jX2D4XtwYPEdquWSFa6o0j5t916Bg6Y67AbYtwTTcqaRx8aLSJhYjsmB1NBovDhrNaEqO96Ja.pkg	115
Marl Jong!!	PS1	JP	http://zeusXXXXJP0404/NPJJ00570_00/nRGgLoGhZOTbYTmjlQmbvzSRYrQSoutrWmnGsRibBXpvEiymsidMZmTeZVqUdapGUrMqpaXjYAwDsAupwQIcActTAxlBBaGYqZZfu.pkg	116
Final Fantasy Origins 	PS1	US	http://zeusXXXXUP9000/NPUJ01541_00/quITpIamFHAPmNIkyHnXTOCTmQOGwQPABFIVZlZbnnuRlkqidKKFfclhjJOASwPEspzTGDdBxCSttcmLZnRCVoKKPaYpZnMgTYPBz.pkg	118
Gex 	PS1	EU	http://zeusXXXXEP0776/NPEF00117_00/XYyDKlPdZOTOqetarQepEHpECpebTLGmQNXgZxtGpgwoSKtuuCLJybJrtoELXAAW.pkg	118
Street Boarders 2 	PS1	JP	http://zeusXXXXJP0747/NPJJ00607_00/BISWumHxqPjTQwbvNPMmuEItQFaopUIXFQqpUKODXFNNNVWZpCCChJkTMLXPAlzciHaxcFfSvxGFTjeBMMXrVFolRvJYeZYRNRMWD.pkg	118
Battle Athletess: Daiundoukai GTO	PS1	JP	http://zeusXXXXJP0747/NPJJ00480_00/yUmjQ5KvnslJlklbFnNpHAytCfV6PV2KfuJLpMjyI3VV3ASPFeTIyei0bK4rtnu08G8omKHKrmQ6o1fMCndyDjjIoWQvBxt7mVAFp.pkg	119
Dead or Alive 	PS1	JP	http://zeusXXXXJP0325/NPJJ00231_00/7UqbWAQUfD8xmD3ckFOXwTS9vEag3o9ncDqHLxc6TSQRkc0nmT7l4M4VFYFlgoYP1WHehCjE4wKL8qYnTEgkOlquJLRxEPpX2WcCJ.pkg	120
Gex 	PS1	US	http://zeusXXXXUP9000/NPUJ00042_00/gUxAc0p8GTlPSeGxG0bjA6C9J0MKPst1ObnRto2eOOm1wrEH1EQGbyKlV4yAOxLDoEEJlV2qrhKXEK6qvjgIi0wiSpml1AFH5aCu1.pkg	121
LUP*SALAD	PS1	JP	http://zeusXXXXJP0747/NPJJ00457_00/cL0ddLWPrjg4e54Y4ndc883YMhAclQcwy7uhAgqYnh3RkhBeF716y16gxPpbkL11R8UkLnASPv2PQb1r7VouxmwGslswLEIuOfnHT.pkg	121
Lup*Salad 	PS1	JP	http://zeusXXXXJP0747/NPJJ00457_00/cL0ddLWPrjg4e54Y4ndc883YMhAclQcwy7uhAgqYnh3RkhBeF716y16gxPpbkL11R8UkLnASPv2PQb1r7VouxmwGslswLEIuOfnHT.pkg	121
Rapid Angel	PS1	JP	http://zeusXXXXJP0571/NPJJ00286_00/QKCUblxGCiNapKTAktlwBGWYKXJlltU368CDV338ThbFj2iBAIWBJQuSGHbxO5n24oo4oLkbPpF4hRloUXx31Yk45GRs90UKrq5Qj.pkg	121
Rapid Angel 	PS1	JP	http://zeusXXXXJP0571/NPJJ00286_00/QKCUblxGCiNapKTAktlwBGWYKXJlltU368CDV338ThbFj2iBAIWBJQuSGHbxO5n24oo4oLkbPpF4hRloUXx31Yk45GRs90UKrq5Qj.pkg	121
Street Skater 2 	PS1	EU	http://zeusXXXXEP0006/NPEF00048_00/XxhLS2SOFhg8E8Lj1d0wGPYvQ8TePY23C4VHXr6mABjdxULN0Um7i5InukI99WWD6pfg1Fs5TsFHQEATklmd4HWODSkXFiMrpNTbj.pkg	121
Street Skater 2 (EN/FR/DE) (German store) 	PS1	EU	http://zeusXXXXEP0006/NPEF00048_00/KvjHtDLjKXDDLlLOyLCwUC8KqCQeBQYL7kvGCOoNnNvlBtIhkmUGKvvhYMHuQAVDf12gWBHhebnHDvrIYktb7WIr6fMfqBt9JVBWe.pkg	121
Theme Hospital 	PS1	EU	http://zeusXXXXEP0006/NPEF00015_00/sQouptGXnN5G9NL7s4wEm7EKYfm56xbXNJpWNNcVetJgMCxYdhto1QipLCU7ACEjvaGo4aJb6uyKw4J2cEtph7JxqFSuOW15gn3l9.pkg	121
Theme Hospital (French store) 	PS1	EU	http://zeusXXXXEP0006/NPEF00015_00/mqVXNO6P7Mn8v6HEUpN4c8JhvB8B7mst59r7b8jaoEPX5JkTimqVPuax9hGiiMlECVo3aR76Q1ls5i2RMpPhGqQosXG0CMGpLclAW.pkg	121
Theme Hospital (German) 	PS1	EU	http://zeusXXXXEP0006/NPEF00015_00/sXrWooDSXuNSEChxwYLD4NQAwtRqwpug6kdYmdDwfDBtljb6OxyR5m7Gto8gwjvtNlLtFefUriwrHObrPrmMx0U6eK78L8viAVn9c.pkg	121
Theme Hospital (Italian store) 	PS1	EU	http://zeusXXXXEP0006/NPEF00015_00/1qb2uLCLW1CMJm4Par6UqY5RIYdanQD6JD4d4WcM2mJDQgRE6l7nqRhL23ljt0bJnnUVcOnNPr8CT1RXMuYkQd7QfwT5a6af59NYE.pkg	121
Theme Hospital (Spanish store) 	PS1	EU	http://zeusXXXXEP0006/NPEF00015_00/8a6KMdtvr6aFFNOi0n5eXf2wHieyXBh2TxUHDnDm8AArq7jI77UnkQeSVp4hGTAsUIUUjJVbUQpFwLo1rIE79qVGDxfXBBs58gp0K.pkg	121
Pacapaca Passion 2 	PS1	JP	http://zeusXXXXJP0013/NPJJ00551_00/dvlKmboscJyQktNHcPuNZgZSTRHSJyiWZesNOasEoeWoEbaLvYkgQefnWfQjMOsMuuqwczoqafaGaDUbbPlqTiCGQhvzxrQAagaSA.pkg	122
Sanyo Pachinko Paradise 	PS1	JP	http://zeusXXXXJP0024/NPJJ00093_00/jsL6v6U8rICHyilWExc0imyyAN5YibUbjCcEyKhTMf6CPSY9GLBDckaGBHyFEQL2W4sAxaDNf02W6ioGjFa9W3TbbGkaMCMyDHAeV.pkg	122
Virtual Pool 3 	PS1	US	http://zeusXXXXUP9000/NPUJ01374_00/QcqoB0Rj6yBb3jEuRKF6wDlSXFiyRvW7PaTk2oNhmFRQfflvjMOKBhfWjguSa2tHPX8PRID9UbWBnPV3rAvt8yxubU6UnxKdA4xqh.pkg	122
Theme Hospital 	PS1	US	http://zeusXXXXUP9000/NPUJ00275_00/VOhIlmyhy9KOeT8hKxkrbfVPqpqI9rrFaJw3je1yhEkGR8CKoNXn4vV8Rmc3bclkd0hisDjlaHkWH95CdOY057v67tk5mxARxeNKa.pkg	123
Intelligent Qube 	PS1	JP	http://zeusXXXXJP9000/NPJI00010_00/A7W5crERJTEk9RW4a9GCKC4yTtcGioFvt52hwLY334HgeXHLHOgjYjXqpk6VkuBvN9qF9P4ep5QCIqgEmQuLXrMuObRvQHWudUG1s.pkg	124
Tenshi Doumei (Angel Alliance) 	PS1	JP	http://zeusXXXXJP0741/NPJJ00247_00/M6JWGy4w2MEMUexKgG1Lw2MkBkEmMmpXs9ilsgGQ9KH2cfPdj6T4EXxQHFl66sWrOB3ghILjBABE4K2hHXpG8I2xJhjHrMDEbfhrh.pkg	124
Panzer Bandit 	PS1	JP	http://zeusXXXXJP0700/NPJJ00561_00/nCWqvpDECMyfJdsIjLiMmSEUafearfsWJhgHiueeSbUuIcOopDBlBrsZYqEpkiOhiIXosNSmdYxVDUQdVRALaqHBQxUQKniimeXyl.pkg	127
Hanabi Fantast 	PS1	JP	http://zeusXXXXJP0747/NPJJ00514_00/OrShBMuweksJcTxkyihxKCzhyodAlRaMSvKOMXKUsHmIQkoKzQszNvpIWqLXFTLlGFvUmYjUjNfFyVuNGADhMNZUqhbroMlStpfJt.pkg	128
